Auto number ID,Service Type,AAR Type,Road number,Reporting Mark,Status,Construction material,Date Purchased,Length-whole numbers,Coupler,Truck,Color,Cost,Value,Current condition,Scale,Collectable (1or 0),Weathered (1or 0),DCC (1or 0),Sound (1or 0),Current Location,Engine Type,Available (1or 0),Wheels and axles,Capacity,Loco Wheel Arrangement,Door Width,Out of Production,Weight Standards,Originial or Refinished,Is Delete,Variation,Tons or Gallons,Print Car Card,Return To,Build Date,Rebuild Date,Retailers Name,System Class,Date retired or scraped,Date removed/sold from collection,DCCREADY,OWNER,Do Maintenance Check,Capacity,ORIGINALBOX,Picture file name 2,Picture file name 3,Picture file name 4,Logo file name
129,Freight     ,LU                  ,19456          ,SLSF        , ,Plastic RTR         ,3/19/2019 ,40, , ,Tuscan         ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Walthers                      , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0,Photos\SLSF 27019.jpg                                                                                                                                                                                                                                           , , , 
14,Freight     ,LU                  ,27007          ,SLSF        , ,Plastic Kit         ,5/31/2015 ,40, , ,Brown          ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Roundhouse                    , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0,Photos\SLSF 27019.jpg                                                                                                                                                                                                                                           , , , 
97,Freight     ,LU                  ,27027          ,SLSF        , ,Plastic RTR         ,12/02/2017,40, , ,Tuscan         ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
98,Freight     ,LU                  ,27038          ,SLSF        , ,Plastic RTR         ,12/02/2017,40, , ,Tuscan         ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
15,Freight     ,LU                  ,27089          ,SLSF        , ,Plastic RTR         ,5/31/2015 ,40, , ,Tuscan         ,0,0, ,HO    ,0,1,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Accurail                      , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0,Photos\SLSF 27064.jpg                                                                                                                                                                                                                                           , , , 
59,Locomotive  ,SW7                 ,303            ,SLSF        , ,PLASTIC RTR         ,7/04/2016 ,0, , ,Black and Yello,0,0, ,HO    ,0,0,1,1, ,Diesel    ,0, ,0, ,0,0,0, ,0, , ,0, ,/  /      ,/  /      ,Broadway Limited              , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
26,Locomotive  ,SW1500              ,346            ,SLSF        , ,PLASTIC RTR         ,5/31/2015 ,0, , ,Orange and Whit,0,0, ,HO    ,0,0,1,1, ,Diesel    ,0, ,0, ,0,0,0, ,0, , ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,1, ,0,0,0,Photos\SLSF346-1.jpg                                                                                                                                                                                                                                            ,Photos\slsf0348.jpg                                                                                                                                                                                                                                             , , 
57,Freight     ,FM                  ,3802           ,SLSF        , ,Plastic RTR         ,7/04/2016 ,60, , ,Yellow         ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
58,Freight     ,FM                  ,3805           ,SLSF        , ,Plastic RTR         ,7/04/2016 ,60, , ,Yellow         ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
83,Freight     ,FP                  ,4301           ,SLSF        , ,Plastic RTR         ,6/10/2017 ,50, , ,Yellow         ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Atlas                         , ,/  /      ,/  /      ,0,Blayne Mayfield               ,1,0,0, , , , 
84,Freight     ,FP                  ,4320           ,SLSF        , ,Plastic RTR         ,6/10/2017 ,50, , ,Yellow         ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Atlas                         , ,/  /      ,/  /      ,0,Blayne Mayfield               ,1,0,0, , , , 
76,Locomotive  ,FP7A                ,50             ,SLSF        , ,PLASTIC RTR         ,6/10/2017 ,0, , ,Orange and Whit,0,0, ,HO    ,0,0,1,1, ,Diesel    ,0, ,0, ,0,0,0, ,0, , ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
20,Freight     ,RS                  ,50672          ,SLSF        , ,Plastic Kit         ,5/31/2015 ,50, , ,Yellow         ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Roundhouse                    , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
35,Freight     ,GB                  ,51537          ,SLSF        , ,Plastic RTR         ,7/04/2016 ,50, , ,Tuscan         ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
29,Freight     ,LU                  ,52168          ,SLSF        ,Unassembled    ,Plastic Kit         ,7/04/2016 ,40, , ,Tuscan         ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Accurail                      , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
37,Freight     ,FP                  ,5678           ,SLSF        , ,Plastic Kit         ,7/04/2016 ,50, , ,Yellow         ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,AHM / Rivarossi               , ,/  /      ,/  /      ,0,Blayne Mayfield               ,1,0,0, , , , 
60,Locomotive  ,GP 40-2             ,765            ,SLSF        , ,PLASTIC RTR         ,7/04/2016 ,0, , ,Orange and Whit,0,0, , ,0,0,1,1, ,Diesel    ,0, ,0, ,0,0,0, ,0, , ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
127,Freight     ,LOA                 ,78418          ,SLSF        , ,Plastic RTR         ,12/11/2018,35, , ,Gray           ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Intermountain                 , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
44,Freight     ,LOA                 ,78533          ,SLSF        , ,Plastic RTR         ,7/04/2016 ,35, , ,Gray           ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Intermountain                 , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
126,Freight     ,LOA                 ,78559          ,SLSF        , ,Plastic RTR         ,12/11/2018,35, , ,Gray           ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Intermountain                 , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
43,Freight     ,LOA                 ,78574          ,SLSF        , ,Plastic RTR         ,7/04/2016 ,35, , ,Gray           ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Intermountain                 , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
46,Freight     ,LOA                 ,78591          ,SLSF        , ,Plastic RTR         ,7/04/2016 ,35, , ,Gray           ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Intermountain                 , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
45,Freight     ,LOA                 ,78610          ,SLSF        , ,Plastic RTR         ,7/04/2016 ,35, , ,Gray           ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Intermountain                 , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
12,Freight     ,LOA                 ,78651          ,SLSF        , ,Plastic RTR         ,5/31/2015 ,35, , ,Gray           ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Front Range                   , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0,Photos\SLSF 78748.JPG                                                                                                                                                                                                                                           ,C:\RCLTRAIN\Photos\SLSF 78549.JPG                                                                                                                                                                                                                               , , 
49,Freight     ,LOA                 ,79012          ,SLSF        , ,Plastic RTR         ,7/04/2016 ,50, , ,Gray           ,0,0, ,HO    ,0,1,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Life-Like Proto 2000          , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
96,Freight     ,LO                  ,82375          ,SLSF        , ,Plastic RTR         ,12/02/2017,45, , ,White          ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
62,Freight     ,LO                  ,84084          ,SLSF        , ,Plastic RTR         ,10/29/2016,35, , ,Gray           ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Kadee                         , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
99,Freight     ,HT                  ,87800          ,SLSF        ,Unassembled    ,Plastic Kit         ,12/02/2017,45, , ,Black          ,0,0, ,HO    ,0,0,0,0, , ,0,Plastic ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Bowser                        , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
100,Freight     ,HT                  ,87806          ,SLSF        ,Unassembled    ,Plastic Kit         ,12/02/2017,45, , ,Black          ,0,0, ,HO    ,0,0,0,0, , ,0,Plastic ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Bowser                        , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
101,Freight     ,HT                  ,87810          ,SLSF        ,Unassembled    ,Plastic Kit         ,12/02/2017,45, , ,Black          ,0,0, ,HO    ,0,0,0,0, , ,0,Plastic ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Bowser                        , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
120,Freight     ,HT                  ,87824          ,SLSF        , ,Plastic Kit         ,11/24/2018,45, , ,Black          ,0,0, ,HO    ,0,0,0,0, , ,0,Plastic ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Bowser                        , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
102,Freight     ,HT                  ,87827          ,SLSF        ,Unassembled    ,Plastic Kit         ,12/02/2017,45, , ,Black          ,0,0, ,HO    ,0,0,0,0, , ,0,Plastic ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Bowser                        , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
103,Freight     ,HT                  ,87833          ,SLSF        ,Unassembled    ,Plastic Kit         ,12/02/2017,45, , ,Black          ,0,0, ,HO    ,0,0,0,0, , ,0,Plastic ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Bowser                        , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
104,Freight     ,HT                  ,87846          ,SLSF        ,Unassembled    ,Plastic Kit         ,12/02/2017,45, , ,Black          ,0,0, ,HO    ,0,0,0,0, , ,0,Plastic ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Bowser                        , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
105,Freight     ,HT                  ,87851          ,SLSF        ,Unassembled    ,Plastic Kit         ,12/02/2017,45, , ,Black          ,0,0, ,HO    ,0,0,0,0, , ,0,Plastic ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Bowser                        , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
106,Freight     ,HT                  ,87863          ,SLSF        ,Unassembled    ,Plastic Kit         ,12/02/2017,45, , ,Black          ,0,0, ,HO    ,0,0,0,0, , ,0,Plastic ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Bowser                        , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
107,Freight     ,HT                  ,87884          ,SLSF        ,Unassembled    ,Plastic Kit         ,12/02/2017,45, , ,Black          ,0,0, ,HO    ,0,0,0,0, , ,0,Plastic ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Bowser                        , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
108,Freight     ,HT                  ,87892          ,SLSF        ,Unassembled    ,Plastic Kit         ,12/02/2017,45, , ,Black          ,0,0, ,HO    ,0,0,0,0, , ,0,Plastic ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Bowser                        , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
82,Freight     ,HT                  ,88443          ,SLSF        , ,Plastic RTR         ,6/10/2017 ,45, , ,Black          ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
78,Freight     ,HT                  ,88470          ,SLSF        , ,Plastic RTR         ,6/10/2017 ,45, , ,Black          ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
81,Freight     ,HT                  ,88477          ,SLSF        , ,Plastic RTR         ,6/10/2017 ,45, , ,Black          ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
80,Freight     ,HT                  ,88502          ,SLSF        , ,Plastic RTR         ,6/10/2017 ,45, , ,Black          ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
79,Freight     ,HT                  ,88564          ,SLSF        , ,Plastic RTR         ,6/10/2017 ,45, , ,Black          ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
86,Freight     ,HMA                 ,91638          ,SLSF        , ,Plastic RTR         ,12/02/2017,34, , ,Tuscan         ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0,Photos\1968 frisco coal car 92106 marshalltown ia.jpg                                                                                                                                                                                                           , , , 
87,Freight     ,HMA                 ,91712          ,SLSF        , ,Plastic RTR         ,12/02/2017,34, , ,Tuscan         ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0,Photos\1968 frisco coal car 92106 marshalltown ia.jpg                                                                                                                                                                                                           , , , 
1,Freight     ,HMA                 ,91736          ,SLSF        , ,Plastic Kit         ,5/30/2015 ,34, , ,Tuscan         ,0,0, ,HO    ,0,1,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0,Photos\1968 frisco coal car 92106 marshalltown ia.jpg                                                                                                                                                                                                           , , , 
5,Freight     ,HMA                 ,91736          ,SLSF        , ,Plastic Kit         ,5/30/2015 ,34, , ,Tuscan         ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0,Photos\1968 frisco coal car 92106 marshalltown ia.jpg                                                                                                                                                                                                           , , , 
17,Freight     ,HMA                 ,91736          ,SLSF        ,Out Of Service ,Plastic Kit         ,5/31/2015 ,34, , ,Tuscan         ,0,0, ,HO    ,0,0,0,0, , ,0,Plastic ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,1,0,0,Photos\1968 frisco coal car 92106 marshalltown ia.jpg                                                                                                                                                                                                           , , , 
3,Freight     ,HMA                 ,91750          ,SLSF        , ,Plastic Kit         ,5/30/2015 ,34, , ,Tuscan         ,0,0, ,HO    ,0,1,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0,Photos\1968 frisco coal car 92106 marshalltown ia.jpg                                                                                                                                                                                                           , , , 
88,Freight     ,HMA                 ,91789          ,SLSF        , ,Plastic RTR         ,12/02/2017,34, , ,Tuscan         ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0,Photos\1968 frisco coal car 92106 marshalltown ia.jpg                                                                                                                                                                                                           , , , 
89,Freight     ,HMA                 ,91864          ,SLSF        , ,Plastic RTR         ,12/02/2017,34, , ,Tuscan         ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0,Photos\1968 frisco coal car 92106 marshalltown ia.jpg                                                                                                                                                                                                           , , , 
90,Freight     ,HMA                 ,91980          ,SLSF        , ,Plastic RTR         ,12/02/2017,34, , ,Tuscan         ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0,Photos\1968 frisco coal car 92106 marshalltown ia.jpg                                                                                                                                                                                                           , , , 
85,Freight     ,HMA                 ,92005          ,SLSF        , ,Plastic RTR         ,12/02/2017,34, , ,Tuscan         ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0,Photos\1968 frisco coal car 92106 marshalltown ia.jpg                                                                                                                                                                                                           , , , 
23,Freight     ,HMA                 ,92106          ,SLSF        , ,Plastic Kit         ,5/31/2015 ,34, , ,Tuscan         ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0,Photos\1968 frisco coal car 92106 marshalltown ia.jpg                                                                                                                                                                                                           , , , 
94,Freight     ,FM                  ,95567          ,SLSF        ,Unassembled    ,Plastic Kit         ,12/02/2017,42, , ,Tuscan         ,0,0, ,HO    ,0,0,0,0, , ,0,Plastic ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Red Caboose                   , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
41,Freight     ,LOA                 ,91450          ,SOU         , ,Plastic RTR         ,7/04/2016 ,35, , ,Gray           ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Intermountain                 , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
54,Freight     ,FM                  ,140175         ,SP          , ,Plastic RTR         ,7/04/2016 ,40, , ,Tuscan         ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
55,Freight     ,FM                  ,140193         ,SP          , ,Plastic RTR         ,7/04/2016 ,40, , ,Tuscan         ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
36,Freight     ,GB                  ,328000         ,SP          ,Out Of Service ,Plastic Kit         ,7/04/2016 ,40, , ,Tuscan         ,0,0, , ,0,0,0,0, , ,0, ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,AHM / Rivarossi               , ,/  /      ,/  /      ,0,Blayne Mayfield               ,1,0,0, , , , 
53,Freight     ,FM                  ,540026         ,SP          , ,Plastic Kit         ,7/04/2016 ,40, , ,Tuscan         ,0,0, ,HO    ,0,1,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
121,Freight     ,LU                  ,60574          ,SP          ,Out Of Service ,Plastic Kit         ,11/24/2018,40, , ,Tuscan         ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
65,Freight     ,LU                  ,33748          ,SSW         , ,Plastic Kit         ,10/29/2016,40, , ,Tuscan         ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
28,Freight     ,LU                  ,33929          ,SSW         , ,Plastic RTR         ,7/04/2016 ,40, , ,Tuscan         ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Athearn                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0, , , , 
113,Freight     ,LU                  ,104625         ,UP          , ,Plastic Kit         ,11/24/2018,50, , ,Tuscan         ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Accurail                      , ,/  /      ,/  /      ,0,Blayne Mayfield               ,1,0,0,Photos\UP 499194.jpg                                                                                                                                                                                                                                            , , , 
8,Freight     ,LU                  ,187085         ,UP          , ,Metal Kit           ,5/30/2015 ,40, , ,Tuscan         ,0,0, ,HO    ,0,0,0,0, , ,0,Metal   ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Tenshodo                      , ,/  /      ,/  /      ,0,Blayne Mayfield               ,0,0,0,Photos\UP 187085 side 2.jpg                                                                                                                                                                                                                                     ,Photos\8031649048_ff2b8c54e4_b.jpg                                                                                                                                                                                                                              , , 
21,Freight     ,RS                  ,498167         ,UP          , ,Plastic Kit         ,5/31/2015 ,50, , ,Yellow         ,0,0, ,HO    ,0,0,0,0, , ,0,Plastic ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Roundhouse                    , ,/  /      ,/  /      ,0,Blayne Mayfield               ,1,0,0,Photos\SP  MP15C  2695  San Francisco CA  Jun 1978  19780600S-17.jpg                                                                                                                                                                                            , , , 
22,Freight     ,LU                  ,499192         ,UP          , ,Plastic Kit         ,5/31/2015 ,50, , ,Yellow         ,0,0, ,HO    ,0,0,0,0, , ,0,Plastic ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Roundhouse                    , ,/  /      ,/  /      ,0,Blayne Mayfield               ,1,0,0,Photos\UP 499194.jpg                                                                                                                                                                                                                                            , , , 
130,Freight     ,RP                  ,67997          ,WFE         , ,Metal Kit           ,3/19/2019 ,40, , ,Yellow & Tuscan,0,0, ,HO    ,0,0,0,0, , ,0,Plastic ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Unknown                       , ,/  /      ,/  /      ,0,Blayne Mayfield               ,1,0,0, , , , 
117,Freight     ,RP                  ,68280          ,WFE         , ,Plastic Kit         ,11/24/2018,40, , ,Yellow & Tuscan,0,0, ,HO    ,0,0,0,0, , ,0,Plastic ,0, ,0,0,0,OR,0, ,Tons ,0, ,/  /      ,/  /      ,Accurail                      , ,/  /      ,/  /      ,0,Blayne Mayfield               ,1,0,0, , , , 